heterozygotes_survival_rate,resistance_rate,drop_ratio,drive_efficiency,low_density_growth_rate,density_growth_curve,generation_to_suppression,type
0.450,0.5,2.0,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,2.5,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,3.0,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,3.5,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,4.0,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,4.5,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,5.0,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,5.5,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,6.0,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,6.5,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,7.0,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,7.5,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,8.0,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,8.5,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,9.0,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,9.5,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,10.0,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,10.5,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,11.0,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,11.5,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,12.0,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,2.0,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,2.5,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,3.0,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,3.5,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,4.0,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,4.5,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,5.0,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,5.5,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,6.0,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,6.5,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,7.0,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,7.5,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,8.0,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,8.5,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,9.0,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,9.5,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,10.0,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,10.5,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,11.0,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,11.5,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,12.0,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,2.0,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,2.5,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,3.0,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,3.5,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,4.0,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,4.5,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,5.0,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,5.5,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,6.0,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,6.5,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,7.0,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,7.5,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,8.0,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,8.5,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,9.0,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,9.5,0.5,6.0,linear,NAN,recessivelethal
